SKU,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster,storage_priority_score,storage_priority,main_storage_location,location_pick_count,recommended_zone,relocation_recommended,space_percentage
41-409538,1,1,1,1,805,20015,805,High Movement,0,0.533433962264151,Medium Priority,N330C2,805,ZONE_B,True,1.0768335837689304e-05
41-524637,23,4,5,460,178,6119,178,Medium Movement,0,0.3580754716981131,Low Priority,N331A2,178,ZONE_C,False,0.00495343448533708
41-538396,1,1,1,1,141,4695,141,Low Movement,0,0.2522452830188679,Low Priority,N331A3,139,ZONE_C,False,1.0768335837689304e-05
41-538303,1,1,1,1,2,24,2,Low Movement,0,0.0357735849056603,Low Priority,N341A3,2,ZONE_C,False,1.0768335837689304e-05
41-57911,24,2,4,192,633,13528,633,High Movement,0,0.5230188679245282,Medium Priority,N42022,630,ZONE_B,True,0.0020675204808363466
41-507415,1,1,1,1,119,5006,119,Low Movement,0,0.233754716981132,Low Priority,N332C3,119,ZONE_C,False,1.0768335837689304e-05
41-820043,6,25,2,300,154,2329,154,Medium Movement,0,0.3112641509433962,Low Priority,N339A3,154,ZONE_C,False,0.003230500751306792
41-842243,1,1,1,1,617,10722,617,Medium Movement,0,0.4874716981132075,Medium Priority,N331C5,617,ZONE_B,True,1.0768335837689304e-05
41-918189,24,10,7,1680,1353,6037,1353,High Movement,1,0.8195849056603772,High Priority,N34223,1351,ZONE_A,True,0.018090804207318033
41-945257,27,4,12,1296,839,12963,839,High Movement,0,0.7259622641509433,Medium Priority,N43423,839,ZONE_B,True,0.01395576324564534
41-949552,21,4,4,336,926,30399,926,High Movement,0,0.6086037735849056,Medium Priority,N43223,926,ZONE_B,True,0.0036181608414636067
41-940375,2,25,5,250,394,5361,394,Medium Movement,0,0.4390566037735849,Medium Priority,N334A3,394,ZONE_B,True,0.002692083959422326
41-940382,2,25,5,250,462,6136,462,Medium Movement,0,0.4696981132075472,Medium Priority,N341C3,462,ZONE_B,True,0.002692083959422326
41-940548,27,8,2,432,475,8565,475,Medium Movement,0,0.5042075471698113,Medium Priority,N333C4,475,ZONE_B,True,0.00465192108188178
41-957335,21,3,12,756,639,9322,639,High Movement,0,0.607377358490566,Medium Priority,N334C4,639,ZONE_B,True,0.008140861893293114
41-966726,1,1,1,1,198,3026,198,Medium Movement,0,0.3021698113207547,Low Priority,N331A4,198,ZONE_C,False,1.0768335837689304e-05
41-960747,1,1,1,1,12,44,12,Low Movement,0,0.0707735849056603,Low Priority,N335A2,12,ZONE_C,False,1.0768335837689304e-05
92-268034,15,6,6,540,165,3955,165,Medium Movement,0,0.3570566037735849,Low Priority,N47522,165,ZONE_C,False,0.005814901352352225
92-51117,16,6,6,576,662,16853,662,High Movement,0,0.5885094339622641,Medium Priority,N47423,662,ZONE_B,True,0.00620256144250904
92-52114,15,6,6,540,1293,39860,1293,High Movement,1,0.6876415094339622,Medium Priority,N47422,1277,ZONE_B,True,0.005814901352352225
92-55115,15,6,6,540,919,20687,919,High Movement,0,0.6389056603773584,Medium Priority,N47622,919,ZONE_B,True,0.005814901352352225
92-584882,15,6,6,540,453,11981,453,Medium Movement,0,0.5121132075471698,Medium Priority,N47723,453,ZONE_B,True,0.005814901352352225
92-004211,15,6,6,540,405,10174,405,Medium Movement,0,0.4908490566037735,Medium Priority,N47523,405,ZONE_B,True,0.005814901352352225
99-112015,13,11,1,143,564,3750,564,Medium Movement,0,0.4982264150943395,Medium Priority,N27422,564,ZONE_B,True,0.0015398720247895704
99-14528,12,11,11,1452,19,4178,19,Low Movement,0,0.2852452830188679,Low Priority,302332,10,ZONE_C,False,0.01563562363632487
99-146028,1,1,1,1,157,835,157,Medium Movement,0,0.2669056603773584,Low Priority,N32C23,157,ZONE_C,False,1.0768335837689304e-05
99-146029,1,1,1,1,277,1580,277,Medium Movement,0,0.3511698113207547,Low Priority,N32C22,273,ZONE_C,False,1.0768335837689304e-05
99-1851163,13,11,11,1573,2098,18777,2098,High Movement,1,0.8662830188679244,High Priority,N27423,2093,ZONE_A,True,0.016938592272685276
99-1851164,17,14,14,3332,2264,24718,2264,High Movement,1,0.9089433962264152,High Priority,N27723,2234,ZONE_A,True,0.035880095011180765
99-1851165,19,16,16,4864,2231,18146,2231,High Movement,1,0.9210943396226416,High Priority,N27922,2199,ZONE_A,True,0.05237718551452078
99-1851166,17,14,14,3332,960,15484,960,High Movement,0,0.8022264150943397,High Priority,N27623,938,ZONE_A,True,0.035880095011180765
99-1852131,13,11,11,1573,1239,10558,1239,High Movement,1,0.8028867924528301,High Priority,N33C22,1238,ZONE_A,True,0.016938592272685276
99-1852148,17,14,14,3332,1545,9274,1545,High Movement,1,0.8701132075471698,High Priority,N33C23,1545,ZONE_A,True,0.035880095011180765
99-523684,1,1,1,1,71,408,71,Low Movement,0,0.1833018867924528,Low Priority,N27823,71,ZONE_C,False,1.0768335837689304e-05
99-523806,1,1,1,1,47,6312,47,Low Movement,0,0.1502830188679245,Low Priority,576242,17,ZONE_C,False,1.0768335837689304e-05
99-523912,1,1,1,1,36,4443,36,Low Movement,0,0.1270377358490566,Low Priority,492443,4,ZONE_C,False,1.0768335837689304e-05
99-523929,1,1,1,1,19,3600,19,Low Movement,0,0.0882075471698113,Low Priority,N33C52,2,ZONE_C,False,1.0768335837689304e-05
99-523936,1,1,1,1,32,6624,32,Low Movement,0,0.1199056603773584,Low Priority,576242,3,ZONE_C,False,1.0768335837689304e-05
99-523981,1,1,1,1,212,2557,212,Medium Movement,0,0.3119433962264151,Low Priority,N27522,155,ZONE_C,False,1.0768335837689304e-05
99-523982,1,1,1,1,67,970,67,Low Movement,0,0.1772264150943396,Low Priority,N33D22,66,ZONE_C,False,1.0768335837689304e-05
99-537167,12,11,11,1452,453,3167,453,Medium Movement,0,0.6263962264150943,Medium Priority,N33D32,453,ZONE_B,True,0.01563562363632487
99-6914562,25,13,17,5525,73,378,73,Low Movement,0,0.4423584905660377,Medium Priority,494322,37,ZONE_B,True,0.05949505550323341
99-6914586,25,13,17,5525,100,610,100,Low Movement,0,0.4708867924528301,Medium Priority,N32A33,63,ZONE_B,True,0.05949505550323341
99-818735,13,11,11,1573,1188,9890,1188,High Movement,1,0.7976037735849055,Medium Priority,412922,1188,ZONE_B,True,0.016938592272685276
99-912766,1,1,1,1,335,3581,335,Medium Movement,0,0.3765283018867924,Low Priority,N32C22,321,ZONE_C,False,1.0768335837689304e-05
99-912773,1,1,1,1,385,2017,385,Medium Movement,0,0.3988490566037735,Low Priority,N33A22,385,ZONE_C,False,1.0768335837689304e-05
99-912797,1,1,1,1,486,1849,486,Medium Movement,0,0.4454716981132075,Medium Priority,N33A23,486,ZONE_B,True,1.0768335837689304e-05
99-914715,13,11,11,1573,192,1721,192,Medium Movement,0,0.5001698113207547,Medium Priority,N33D33,191,ZONE_B,True,0.016938592272685276
99-915910,24,17,18,7344,69,375,69,Low Movement,0,0.442377358490566,Medium Priority,N27832,45,ZONE_B,True,0.07908265839199026
99-915934,25,17,18,7650,50,246,50,Low Movement,0,0.4166603773584906,Medium Priority,N27433,32,ZONE_B,True,0.08237776915832318
99-917099,25,13,17,5525,59,4493,59,Low Movement,0,0.4217547169811321,Medium Priority,N27633,22,ZONE_B,True,0.05949505550323341
99-918188,25,13,17,5525,1223,7143,1223,High Movement,1,0.8544339622641509,High Priority,N27432,779,ZONE_A,True,0.05949505550323341
99-918195,1,1,1,1,83,3813,83,Low Movement,0,0.1991509433962263,Low Priority,N32A32,54,ZONE_C,False,1.0768335837689304e-05
99-921829,1,1,1,1,1,7,1,Low Movement,0,0.0300943396226415,Low Priority,461743,1,ZONE_C,False,1.0768335837689304e-05
A2-11081,5,9,22,990,2149,97628,2149,High Movement,1,0.814566037735849,High Priority,174823,2147,ZONE_A,True,0.010660652479312412
A2-37077,22,9,13,2574,99,1473,99,Low Movement,0,0.4410188679245282,Medium Priority,382623,50,ZONE_B,True,0.027717696446212272
A2-41130,4,15,21,1260,1893,74556,1893,High Movement,1,0.8343396226415094,High Priority,381222,1885,ZONE_A,True,0.013568103155488525
A2-41168,20,12,11,2640,1997,9878,1997,High Movement,1,0.8872641509433962,High Priority,381322,1313,ZONE_A,True,0.028428406611499764
A2-41189,20,12,11,2640,3863,33128,3863,High Movement,3,0.9354716981132076,High Priority,381522,2489,ZONE_A,True,0.028428406611499764
A2-41180,4,15,22,1320,6342,590965,6342,High Movement,3,0.9106037735849056,High Priority,174922,6151,ZONE_A,True,0.014214203305749882
A2-41638,1,1,1,1,2714,148320,2714,High Movement,1,0.6843962264150943,Medium Priority,174822,2690,ZONE_B,True,1.0768335837689304e-05
A2-41648,55,14,3,2310,693,38580,693,High Movement,0,0.7304150943396226,Medium Priority,381523,467,ZONE_B,True,0.024874855785062294
A291119148,3,14,21,882,3092,179551,3092,High Movement,1,0.827566037735849,High Priority,174424,3060,ZONE_A,True,0.009497672208841967
A291119156,3,14,21,882,2345,93127,2345,High Movement,1,0.8082830188679244,High Priority,174422,2331,ZONE_A,True,0.009497672208841967
A291119163,7,10,21,1470,2810,162426,2810,High Movement,1,0.8852830188679244,High Priority,174423,2750,ZONE_A,True,0.015829453681403278
A291719129,17,10,10,1700,439,11248,439,Medium Movement,0,0.6304339622641509,Medium Priority,174523,439,ZONE_B,True,0.018306170924071816
A291719137,17,10,9,1530,419,10911,419,Medium Movement,0,0.6157924528301886,Medium Priority,174623,419,ZONE_B,True,0.016475553831664633
A291719228,20,12,11,2640,593,9501,593,Medium Movement,0,0.7085660377358489,Medium Priority,174522,593,ZONE_B,True,0.028428406611499764
A291719483,25,13,13,4225,583,7815,583,Medium Movement,0,0.7253584905660376,Medium Priority,381422,379,ZONE_B,True,0.04549621891423731
A297132483,3,14,21,882,789,22508,789,High Movement,0,0.6652452830188679,Medium Priority,174723,790,ZONE_B,True,0.009497672208841967
A297132517,5,9,21,945,1031,25458,1031,High Movement,0,0.7200377358490566,Medium Priority,174622,1030,ZONE_B,True,0.010176077366616394
A3-11120,8,21,28,4704,948,20416,948,High Movement,0,0.8127735849056603,High Priority,372722,946,ZONE_A,True,0.05065425178049049
A3-11151,9,18,14,2268,347,13024,347,Medium Movement,0,0.6034150943396226,Medium Priority,171923,347,ZONE_B,True,0.02442258567987934
A3-11163,9,32,17,4896,3732,228379,3732,High Movement,3,0.9572452830188678,High Priority,171422,3495,ZONE_A,True,0.052721772261326835
A3-11164,9,32,17,4896,1408,38446,1408,High Movement,1,0.8698113207547169,High Priority,171622,1401,ZONE_A,True,0.052721772261326835
A3-11165,9,32,17,4896,2488,86162,2488,High Movement,1,0.9324150943396226,High Priority,171322,2470,ZONE_A,True,0.052721772261326835
A3-11166,9,32,18,5184,3168,156198,3168,High Movement,1,0.9483018867924528,High Priority,171222,3036,ZONE_A,True,0.05582305298258136
A3-11167,18,16,18,5184,2837,126664,2837,High Movement,1,0.9424905660377358,High Priority,171522,2784,ZONE_A,True,0.05582305298258136
A3-11218,8,21,27,4536,510,11289,510,Medium Movement,0,0.7034150943396227,Medium Priority,372822,502,ZONE_B,True,0.04884517135975868
A3-11486,13,9,4,468,3177,335641,3177,High Movement,1,0.7666415094339623,Medium Priority,171922,3143,ZONE_B,True,0.005039581172038594
A3-11493,13,9,4,468,3089,305258,3089,High Movement,1,0.7645283018867924,Medium Priority,172122,3067,ZONE_B,True,0.005039581172038594
A3-11400,7,9,8,504,3055,266093,3055,High Movement,1,0.7677735849056603,Medium Priority,172123,3027,ZONE_B,True,0.00542724126219541
A3-11086,1,1,1,1,244,3022,244,Medium Movement,0,0.3296415094339622,Low Priority,382822,244,ZONE_C,False,1.0768335837689304e-05
A3-12120,1,1,1,1,250,3146,250,Medium Movement,0,0.3332075471698113,Low Priority,382823,250,ZONE_C,False,1.0768335837689304e-05
A3-16579,8,17,25,3400,497,7507,497,Medium Movement,0,0.689377358490566,Medium Priority,372623,496,ZONE_B,True,0.03661234184814363
A3-16581,8,33,13,3432,477,6942,477,Medium Movement,0,0.6806603773584905,Medium Priority,372622,476,ZONE_B,True,0.036956928594949694
A3-16678,18,13,5,1170,305,4224,305,Medium Movement,0,0.534320754716981,Medium Priority,382622,163,ZONE_B,True,0.012598952930096486
A3-17313,21,31,32,20832,66,7082,66,Low Movement,0,0.4473018867924528,Medium Priority,576242,29,ZONE_B,True,0.2243259721707436
A3-24393,26,6,20,3120,380,5447,380,Medium Movement,0,0.6319245283018868,Medium Priority,372522,237,ZONE_B,True,0.03359720781359063
A3-26083,8,10,11,880,537,10592,537,Medium Movement,0,0.5952264150943396,Medium Priority,372432,537,ZONE_B,True,0.009476135537166587
A3-27035,21,8,13,2184,30,437,30,Low Movement,0,0.3365283018867924,Low Priority,373332,30,ZONE_C,False,0.023518045469513443
A3-41610,9,10,10,900,872,32507,872,High Movement,0,0.6873396226415094,Medium Priority,383222,449,ZONE_B,True,0.009691502253920374
A3-41621,9,10,10,900,870,29315,870,High Movement,0,0.6858867924528301,Medium Priority,381423,488,ZONE_B,True,0.009691502253920374
A3-41622,9,10,10,900,871,28999,871,High Movement,0,0.6865471698113207,Medium Priority,381622,507,ZONE_B,True,0.009691502253920374
A3-41623,9,10,10,900,969,32996,969,High Movement,0,0.7031886792452829,Medium Priority,381722,600,ZONE_B,True,0.009691502253920374
A3-41643,9,10,10,900,504,15299,504,Medium Movement,0,0.5905283018867924,Medium Priority,391323,257,ZONE_B,True,0.009691502253920374
A3-41644,9,10,10,900,162,5937,162,Medium Movement,0,0.411566037735849,Medium Priority,381822,100,ZONE_B,True,0.009691502253920374
A3-41653,1,1,1,1,153,18106,153,Medium Movement,0,0.2638679245283019,Low Priority,381323,151,ZONE_C,False,1.0768335837689304e-05
A3-41657,1,1,1,1,1337,42550,1337,High Movement,1,0.6104339622641509,Medium Priority,171022,1322,ZONE_B,True,1.0768335837689304e-05
A3-45229,7,3,17,357,4877,372716,4877,High Movement,3,0.7704528301886792,Medium Priority,381823,3181,ZONE_B,True,0.0038442958940550814
A3-45236,7,3,17,357,4326,312758,4326,High Movement,3,0.7656981132075472,Medium Priority,381922,2649,ZONE_B,True,0.0038442958940550814
A3-45243,7,3,16,336,2616,169210,2616,High Movement,1,0.7332830188679245,Medium Priority,381623,1355,ZONE_B,True,0.0036181608414636067
A3-45250,7,3,16,336,5106,409031,5106,High Movement,3,0.7686792452830188,Medium Priority,382122,3288,ZONE_B,True,0.0036181608414636067
A3-45274,7,10,16,1120,1508,37522,1508,High Movement,1,0.7889433962264151,Medium Priority,382123,794,ZONE_B,True,0.01206053613821202
A3-45281,1,1,1,1,727,19485,727,High Movement,0,0.5134905660377358,Medium Priority,381822,458,ZONE_B,True,1.0768335837689304e-05
A3-45205,7,5,33,1155,1687,44448,1687,High Movement,1,0.8097358490566038,High Priority,381022,915,ZONE_A,True,0.012437427892531147
A3-45540,1,1,1,1,1045,25319,1045,High Movement,1,0.5768867924528301,Medium Priority,381823,624,ZONE_B,True,1.0768335837689304e-05
A3-45557,1,1,1,1,235,5832,235,Medium Movement,0,0.3244905660377358,Low Priority,382722,199,ZONE_C,False,1.0768335837689304e-05
A3-45564,16,28,4,1792,1009,27194,1009,High Movement,0,0.7802452830188679,Medium Priority,382323,533,ZONE_B,True,0.019296857821139234
A3-45571,1,1,1,1,1181,37663,1181,High Movement,1,0.5933962264150944,Medium Priority,382523,642,ZONE_B,True,1.0768335837689304e-05
A3-52415,1,1,1,1,457,16919,457,Medium Movement,0,0.4305471698113208,Medium Priority,172522,411,ZONE_B,True,1.0768335837689304e-05
A3-52423,1,1,1,1,41,807,41,Low Movement,0,0.1387924528301886,Low Priority,172322,39,ZONE_C,False,1.0768335837689304e-05
A3-58081,18,13,5,1170,2310,37820,2310,High Movement,1,0.8420566037735848,High Priority,382422,1241,ZONE_A,True,0.012598952930096486
A3-58098,18,12,5,1080,2408,53831,2408,High Movement,1,0.8315471698113208,High Priority,382423,1504,ZONE_A,True,0.01162980270470445
A3-61234,28,18,5,2520,38,1884,38,Low Movement,0,0.3580188679245283,Low Priority,391623,33,ZONE_C,False,0.02713620631097705
A3-74335,26,16,7,2912,430,5937,430,Medium Movement,0,0.6518301886792452,Medium Priority,373433,430,ZONE_B,True,0.031357393959351255
A3-74302,18,13,5,1170,2888,64854,2888,High Movement,1,0.8594905660377358,High Priority,382522,1758,ZONE_A,True,0.012598952930096486
A3-75530,1,1,1,1,394,5603,394,Medium Movement,0,0.4021509433962264,Medium Priority,372823,227,ZONE_B,True,1.0768335837689304e-05
A391956259,20,9,13,2340,56,791,56,Low Movement,0,0.3849056603773585,Low Priority,373532,56,ZONE_C,False,0.025197905860192972
A391956522,21,9,13,2457,118,1631,118,Low Movement,0,0.459566037735849,Medium Priority,373132,118,ZONE_B,True,0.02645780115320262
A392056248,18,13,5,1170,449,6430,449,Medium Movement,0,0.5974528301886792,Medium Priority,421332,225,ZONE_B,True,0.012598952930096486
A392056271,18,4,16,1152,258,3526,258,Medium Movement,0,0.508377358490566,Medium Priority,421533,133,ZONE_B,True,0.01240512288501808
A393156584,18,4,16,1152,299,4299,299,Medium Movement,0,0.5295094339622641,Medium Priority,421532,232,ZONE_B,True,0.01240512288501808
A393156650,7,18,18,2268,3839,188049,3839,High Movement,3,0.927,High Priority,171723,3780,ZONE_A,True,0.02442258567987934
A393156675,7,18,18,2268,3349,166898,3349,High Movement,3,0.9188113207547168,High Priority,171722,3290,ZONE_A,True,0.02442258567987934
A393156683,7,18,18,2268,3474,153284,3474,High Movement,3,0.9217169811320756,High Priority,171623,3411,ZONE_A,True,0.02442258567987934
A393256129,26,6,20,3120,618,8965,618,Medium Movement,0,0.7238490566037735,Medium Priority,372923,617,ZONE_B,True,0.03359720781359063
A393256153,12,6,6,432,451,33418,451,Medium Movement,0,0.4940377358490566,Medium Priority,372222,451,ZONE_B,True,0.00465192108188178
A393256160,28,20,7,3920,461,7606,461,Medium Movement,0,0.6769056603773584,Medium Priority,372422,461,ZONE_B,True,0.042211876483742077
A393256186,26,6,20,3120,350,5314,350,Medium Movement,0,0.6189811320754717,Medium Priority,372922,349,ZONE_B,True,0.03359720781359063
A393256210,23,8,13,2392,1415,24228,1415,High Movement,1,0.8428490566037735,High Priority,372723,1415,ZONE_A,True,0.025757859323752817
A393256244,20,28,7,3920,1382,27376,1382,High Movement,1,0.8591698113207547,High Priority,372523,1381,ZONE_A,True,0.042211876483742077
A393256252,28,20,7,3920,413,6389,413,Medium Movement,0,0.657754716981132,Medium Priority,372423,413,ZONE_B,True,0.042211876483742077
A396219107,18,12,4,864,2585,82357,2585,High Movement,1,0.8123018867924527,High Priority,372023,2578,ZONE_A,True,0.00930384216376356
A396219231,22,5,16,1760,1204,33342,1204,High Movement,1,0.8066792452830187,High Priority,373322,1196,ZONE_A,True,0.018952271074333175
A396219272,17,12,4,816,1684,53231,1684,High Movement,1,0.7639245283018867,Medium Priority,373222,1683,ZONE_B,True,0.008786962043554473
A396219280,18,13,5,1170,3189,98174,3189,High Movement,1,0.8647735849056604,High Priority,373122,3185,ZONE_A,True,0.012598952930096486
A396219298,22,5,16,1760,1208,32112,1208,High Movement,1,0.806943396226415,High Priority,373323,1208,ZONE_A,True,0.018952271074333175
A396219314,22,16,5,1760,1660,53287,1660,High Movement,1,0.8473584905660376,High Priority,373223,1659,ZONE_A,True,0.018952271074333175
A396219348,20,14,3,840,2901,132111,2901,High Movement,1,0.8193396226415094,High Priority,373123,2899,ZONE_A,True,0.009045402103659016
A396219371,21,15,2,630,4343,220334,4343,High Movement,3,0.8094150943396227,High Priority,372022,4336,ZONE_A,True,0.006784051577744262
A399141242,22,8,8,1408,2203,45411,2203,High Movement,1,0.8606792452830188,High Priority,373423,2203,ZONE_A,True,0.015161816859466541
A399141250,25,10,8,2000,471,10490,471,Medium Movement,0,0.6509056603773584,Medium Priority,373422,469,ZONE_B,True,0.021536671675378607
A399141267,22,6,10,1320,733,14784,733,High Movement,0,0.7029811320754716,Medium Priority,373522,733,ZONE_B,True,0.014214203305749882
A399141275,25,7,11,1925,250,5428,250,Medium Movement,0,0.5460943396226414,Medium Priority,373723,250,ZONE_B,True,0.02072904648755191
A399141283,28,11,17,5236,851,18181,851,High Movement,0,0.7962264150943396,Medium Priority,373523,847,ZONE_B,True,0.0563830064461412
A3-02102,25,5,20,2500,313,5376,313,Medium Movement,0,0.5946037735849057,Medium Priority,372933,310,ZONE_B,True,0.026920839594223263
A5-11292,23,7,7,1127,10913,1464142,10913,High Movement,3,0.8887358490566037,High Priority,142922,10257,ZONE_A,True,0.012135914489075847
A5-11293,23,7,7,1127,8952,947960,8952,High Movement,3,0.8884716981132075,High Priority,142322,8586,ZONE_A,True,0.012135914489075847
A5-11294,23,7,7,1127,11774,1637843,11774,High Movement,3,0.889,High Priority,141322,10834,ZONE_A,True,0.012135914489075847
A5-11295,23,7,7,1127,5562,487061,5562,High Movement,3,0.883188679245283,High Priority,142522,5464,ZONE_A,True,0.012135914489075847
A5-11296,22,7,7,1078,2443,109584,2443,High Movement,1,0.8324528301886791,High Priority,141722,2433,ZONE_A,True,0.011608266033029072
A5-11298,23,7,7,1127,5100,343786,5100,High Movement,3,0.879754716981132,High Priority,141622,5025,ZONE_A,True,0.012135914489075847
A5-11319,22,7,7,1078,4667,367022,4667,High Movement,3,0.8694339622641509,High Priority,141922,4594,ZONE_A,True,0.011608266033029072
A5-11359,1,1,1,1,5118,484681,5118,High Movement,3,0.717943396226415,Medium Priority,142122,5011,ZONE_B,True,1.0768335837689304e-05
A5-23387,1,1,1,1,307,5497,307,Medium Movement,0,0.3651698113207547,Low Priority,141822,304,ZONE_C,False,1.0768335837689304e-05
A5-45145,15,14,40,8400,71,1012,71,Low Movement,0,0.4479245283018868,Medium Priority,151233,71,ZONE_B,True,0.09045402103659016
A5-45146,15,14,14,2940,117,1475,117,Low Movement,0,0.4656981132075471,Medium Priority,151633,115,ZONE_B,True,0.031658907362806556
A5-45147,16,15,14,3360,151,1719,151,Medium Movement,0,0.5011509433962263,Medium Priority,151433,148,ZONE_B,True,0.036181608414636066
A5-49326,13,6,4,312,6172,705404,6172,High Movement,3,0.7702075471698113,Medium Priority,143523,6069,ZONE_B,True,0.0033597207813590635
A5-49327,13,6,4,312,4819,436557,4819,High Movement,3,0.7625471698113206,Medium Priority,143322,4741,ZONE_B,True,0.0033597207813590635
A5-49328,13,6,4,312,6391,706058,6391,High Movement,3,0.7712641509433962,Medium Priority,143122,6282,ZONE_B,True,0.0033597207813590635
A5-40493,28,8,9,2016,1479,29841,1479,High Movement,1,0.8388490566037735,High Priority,141023,1477,ZONE_A,True,0.02170896504878164
A5-40494,28,8,8,1792,1169,21865,1169,High Movement,1,0.801377358490566,High Priority,141823,1169,ZONE_A,True,0.019296857821139234
A5-40495,1,1,1,1,885,16332,885,High Movement,0,0.5515283018867925,Medium Priority,141022,884,ZONE_B,True,1.0768335837689304e-05
A592662184,27,13,12,4212,333,4213,333,Medium Movement,0,0.6238867924528302,Medium Priority,151622,333,ZONE_B,True,0.04535623054834735
A592662192,27,13,12,4212,611,6962,611,Medium Movement,0,0.733377358490566,Medium Priority,151623,611,ZONE_B,True,0.04535623054834735
A592662100,27,13,12,4212,250,2763,250,Medium Movement,0,0.581754716981132,Medium Priority,151423,138,ZONE_B,True,0.04535623054834735
A592662390,27,13,12,4212,163,1934,163,Medium Movement,0,0.5216603773584905,Medium Priority,151822,163,ZONE_B,True,0.04535623054834735
A594862311,12,10,10,1200,209,4097,209,Medium Movement,0,0.4862264150943396,Medium Priority,151632,202,ZONE_B,True,0.012922003005227167
A594862329,13,10,10,1300,370,6738,370,Medium Movement,0,0.5777169811320754,Medium Priority,151432,358,ZONE_B,True,0.013998836588996096
A594862337,12,10,10,1200,161,2563,161,Medium Movement,0,0.4485849056603773,Medium Priority,151232,156,ZONE_B,True,0.012922003005227167
A6-14110,25,6,6,900,51,1424,51,Low Movement,0,0.2946792452830188,Low Priority,1536C4,51,ZONE_C,False,0.009691502253920374
A6A6112149,25,5,8,1000,408,13493,408,Medium Movement,0,0.5611698113207546,Medium Priority,1528C4,406,ZONE_B,True,0.010768335837689304
A6A6112157,25,6,6,900,9,84,9,Low Movement,0,0.2014339622641509,Low Priority,1528C2,9,ZONE_C,False,0.009691502253920374
A6A6112172,21,6,6,756,210,4348,210,Medium Movement,0,0.424188679245283,Medium Priority,1520C4,210,ZONE_B,True,0.008140861893293114
A6A6112313,22,6,6,792,256,5575,256,Medium Movement,0,0.4586981132075471,Medium Priority,1520C2,255,ZONE_B,True,0.00852852198344993
A9-13503,1,1,1,1,196,2874,196,Medium Movement,0,0.3004528301886792,Low Priority,142622,191,ZONE_C,False,1.0768335837689304e-05
A9-25108,1,1,1,1,1132,48074,1132,High Movement,1,0.5874528301886792,Medium Priority,143823,1095,ZONE_B,True,1.0768335837689304e-05
A9-32681,25,9,9,2025,3281,341825,3281,High Movement,3,0.9108301886792454,High Priority,144123,3045,ZONE_A,True,0.02180588007132084
A9-32601,21,7,7,1029,3710,306153,3710,High Movement,3,0.8576415094339622,High Priority,143922,3565,ZONE_A,True,0.011080617576982294
A9-33101,29,10,10,2900,37,858,37,Low Movement,0,0.3616792452830188,Low Priority,144122,37,ZONE_C,False,0.03122817392929898
A0J1921238,21,16,16,5376,324,3260,324,Medium Movement,0,0.6266415094339622,Medium Priority,392622,323,ZONE_B,True,0.05789057346341771
AE-11820,19,8,4,608,4,31,4,Low Movement,0,0.1386603773584905,Low Priority,N42E33,4,ZONE_C,False,0.0065471481893150975
AE-11011,8,6,5,240,66,900,66,Low Movement,0,0.2106415094339622,Low Priority,N42F23,66,ZONE_C,False,0.0025844006010454328
AE-15191,15,7,3,315,467,26099,467,Medium Movement,0,0.4830566037735849,Medium Priority,N42222,467,ZONE_B,True,0.003392025788872131
AE-15108,13,5,7,455,462,16947,462,Medium Movement,0,0.5032075471698113,Medium Priority,N42223,463,ZONE_B,True,0.0048995928061486334
AE-15214,11,4,2,88,335,9191,335,Medium Movement,0,0.4035283018867924,Medium Priority,N42F22,335,ZONE_B,True,0.0009476135537166588
AE-16844,9,3,2,54,7,114,7,Low Movement,0,0.0823584905660377,Low Priority,N415A2,8,ZONE_C,False,0.0005814901352352225
AE-17780,10,27,3,810,83,2731,83,Low Movement,0,0.3227169811320755,Low Priority,N419A2,83,ZONE_C,False,0.008722352028528337
AE-19977,1,10,17,170,331,8935,331,Medium Movement,0,0.4050754716981132,Medium Priority,N42E22,331,ZONE_B,True,0.0018306170924071818
AE-10614,1,10,17,170,311,6180,311,Medium Movement,0,0.3972830188679245,Low Priority,N42F33,311,ZONE_C,False,0.0018306170924071818
AE-23943,1,1,1,1,5,331,5,Low Movement,0,0.048188679245283,Low Priority,N42423,5,ZONE_C,False,1.0768335837689304e-05
AE-24208,1,1,1,1,45,542,45,Low Movement,0,0.1471132075471698,Low Priority,N413D4,45,ZONE_C,False,1.0768335837689304e-05
AE-31211,7,9,5,315,179,3237,179,Medium Movement,0,0.3356603773584906,Low Priority,N413C3,179,ZONE_C,False,0.003392025788872131
AE-31228,12,5,5,300,434,12163,434,Medium Movement,0,0.4668490566037735,Medium Priority,N413C2,430,ZONE_B,True,0.003230500751306792
AE-31081,1,1,1,1,15,98,15,Low Movement,0,0.0800188679245283,Low Priority,N42FD5,15,ZONE_C,False,1.0768335837689304e-05
AE-32132,1,1,1,1,25,177,25,Low Movement,0,0.1023396226415094,Low Priority,N415D2,25,ZONE_C,False,1.0768335837689304e-05
AE-32613,1,1,1,1,11,47,11,Low Movement,0,0.0678679245283018,Low Priority,N413D2,11,ZONE_C,False,1.0768335837689304e-05
AE-51591,19,8,4,608,133,1482,133,Low Movement,0,0.3394150943396226,Low Priority,N415C2,133,ZONE_C,False,0.0065471481893150975
